row_id,question_id,answer,answer_type,plan_length,max_depth,retrieval_count,arithmetic_count,loop_count,if_count,logic_complexity,num_tables,total_cells,total_tokens
302,q_302,"GeoSplat, w/ Manifold-based Priors, 0.02",numerical,8,1,1,5,1,0,2,1,190,1704
303,q_303,"OFF4, 0.8663",numerical,12,1,2,7,2,0,3,1,190,1704
304,q_304,"DS-Coder, -5.57",numerical,11,1,3,6,1,0,2,1,347,2671
305,q_305,"CodeQwen (7B), +19.53",numerical,13,2,3,8,1,1,4,1,347,2671
306,q_306,"LC70B, -0.05",numerical,6,0,2,3,0,0,0,1,384,3549
307,q_307,"−0.141, Qwen2.5-Coder-3B/Think2SQL-3B",numerical,14,1,3,8,2,0,3,1,156,3228
308,q_308,"Stacked Bar Chart (3), 0.96",numerical,9,1,3,4,1,0,2,1,487,3645
309,q_309,0.435,numerical,10,0,4,5,0,0,0,1,487,3645
310,q_310,5,numerical,21,1,1,18,1,0,2,1,192,1545
311,q_311,48.3,numerical,9,1,2,5,1,0,2,2,491,3180
312,q_312,6.3,numerical,14,2,4,8,1,1,4,3,490,3178
313,q_313,"Phi-3.5-mini, -0.4",numerical,11,1,2,7,1,0,2,3,641,3966
314,q_314,"BM25+Snow, 37.4",numerical,6,1,1,3,1,0,2,1,541,4260
315,q_315,0.4,numerical,5,0,1,3,0,0,0,1,611,2894
316,q_316,"BM25+GTE, -3.5",numerical,12,1,4,6,1,0,2,2,1222,5791
317,q_317,"Trait O (Openness), not the highest, accuracy decrease 41.462%;F1 score decrease 98.05%, No",numerical,21,2,7,10,2,3,7,1,49,604
318,q_318,"Acc_mean:64.7,acc_median:59.44;f1_mean:66.73, f1_median: 72.22",numerical,11,2,2,6,2,0,4,1,49,604
319,q_319,"Qwen2.5-7B-Instruct + ours, 53.75",numerical,9,1,1,6,1,0,2,1,328,2016
320,q_320,"Qwen2.5-VL, 13.46",numerical,11,1,2,7,1,0,2,1,296,2054
321,q_321,"Table-LLAVA 13B, 24.85",numerical,15,1,2,11,1,0,2,1,216,1265
322,q_322,"gpt-4o, -6.37",numerical,12,1,3,7,1,0,2,1,504,3702
323,q_323,"Math; MathVerse_mini, 3.3",numerical,12,2,3,5,3,0,5,1,224,1867
324,q_324,"RSL-SQL + KaSLA, 42.27",numerical,11,2,3,6,1,1,4,1,288,2629
325,q_325,"Qwen3-32B, −21.7",numerical,9,1,2,5,1,0,2,2,314,2430
326,q_326,"Qwen3-32B, 9",numerical,9,1,1,6,1,0,2,2,349,2701
327,q_327,"4o-mini + LLaMA, 0.058",numerical,12,3,3,5,3,0,6,1,240,2350
328,q_328,"-47.9; underlined: Qwen3-1.7B-Base (Nano) and QCRI/Fanar-9-9B-Instruct (Small), bold: HALA-1.2B (Nano) and HALA-9B (Small)",numerical,10,0,4,5,0,0,0,1,270,1847
329,q_329,"En-Ru, 0.387",numerical,12,2,2,8,1,1,4,2,535,2723
330,q_330,"En-Fr, -0.12",numerical,9,2,2,5,1,1,4,2,638,3384
331,q_331,8.6918,numerical,12,0,4,7,0,0,0,1,190,1704
332,q_332,"16.53; LLaVA-1.6-7B+Ours, Qwen-VL-7B-Instruct+Paraphrase, InstructionBlip-7B+Self-Remind, Idefics-9B-Instruct+Ours",numerical,14,3,3,8,2,1,6,1,462,3702
333,q_333,text-embedding-3-large and voyage-3-large,categorical,9,1,3,4,1,0,2,2,132,974
334,q_334,embed-v4.0 (+0.000583) and voyage-3-large (−0.000583),numerical,13,1,4,7,1,0,2,3,252,1713
335,q_335,"Solver Exec, 3.1",numerical,6,1,1,3,1,0,2,1,144,1186
336,q_336,"SFT, 48.81",numerical,10,2,2,5,2,0,4,1,63,631
337,q_337,"En–De, 0.2, 0.0102",numerical,12,2,3,7,1,1,4,2,638,3384
338,q_338,"37.6, MiniCPM-o-2_6 and Freeze-Omni",numerical,8,1,1,5,1,0,2,1,406,2255
339,q_339,"Step-Audio-2-mini, 37.43",numerical,15,2,3,10,1,1,4,2,812,4591
340,q_340,"Step-Audio-2-mini, 47.9",numerical,13,2,4,7,1,1,4,2,812,4598
341,q_341,4,numerical,7,2,2,3,1,1,4,1,135,1138
342,q_342,23.07,numerical,9,2,2,5,1,1,4,1,135,1138
343,q_343,8.64,numerical,10,1,2,5,2,0,3,1,135,1138
344,q_344,"Qwen2.5-7B + SPHERE, 103.45",numerical,10,1,1,7,1,0,2,1,160,2377
345,q_345,"DFL, 0.0005",numerical,20,1,3,12,2,1,4,1,174,2196
346,q_346,LORA  and LEAML,categorical,5,1,1,2,0,1,2,1,48,477
347,q_347,34.25,numerical,7,2,2,3,1,1,4,1,30,408
348,q_348,"0.002, 12.69",numerical,5,1,1,2,1,0,2,1,182,1622
349,q_349,"6.29,15.39",numerical,9,1,2,4,2,0,3,1,207,2264
350,q_350,"AIME24, 23.74",numerical,9,1,2,4,2,0,3,1,72,428
351,q_351,"Best-of-N (AceMath-72B), 29.58",numerical,6,1,1,3,1,0,2,1,72,428
352,q_352,"Qwen3-8B, 72.82",numerical,5,1,1,2,1,0,2,2,144,849
353,q_353,"Experiment and rigour, 1.16",numerical,9,2,3,3,2,0,4,1,95,874
354,q_354,"Technical Soundness, Readability",categorical,9,2,3,3,2,0,4,1,95,874
355,q_355,"WikiText2_PPL, 0.68",numerical,7,1,1,4,1,0,2,1,120,937
356,q_356,"LLaMA3-8B, AlphaEdit, 453.58",numerical,10,3,4,3,2,1,6,1,160,2377
357,q_357,"Qwen3-8B, Compression-Tokens (Causal), 10.94",numerical,11,2,3,5,2,0,4,1,317,1921
358,q_358,"Gemma2-2B, Compression-Tokens (Bidirectional), 2.215",numerical,12,3,3,6,2,1,6,2,644,3097
359,q_359,"55.33,Rouge NLLB 1.3 B,23992.3",numerical,11,2,3,4,3,0,5,1,134,1448
360,q_360,Yes,categorical,7,1,2,2,1,1,3,1,134,1448
361,q_361,8,numerical,4,0,1,2,0,0,0,1,134,1448
362,q_362,"14B, 3",numerical,11,2,4,4,2,2,6,1,253,2978
363,q_363,"Synthetic, 0.25",numerical,8,3,3,1,2,1,6,1,702,3886
364,q_364,"Code, 3.98",numerical,8,3,3,1,2,1,6,1,702,3886
365,q_365,"GPT-4o -- Vivecraft, 12",numerical,15,3,5,6,3,2,8,1,153,1275
366,q_366,"Mistral NeMo 12B, 5, -2.1",numerical,14,2,3,7,3,0,5,1,264,2045
367,q_367,"8.48, Accuracy",numerical,7,1,1,4,1,0,2,1,154,839
368,q_368,Llama-3-8B,categorical,7,2,2,2,2,0,4,1,104,953
369,q_369,"Libri (2spk), 15.73",numerical,5,0,2,2,0,0,0,1,133,1083
370,q_370,"CodePDE Agent : based on posterior error,Our Agent: Multiple",categorical,0,0,0,0,0,0,0,1,76,826
